,best_match_score,Facility Name,Provider Name,Address,Provider Street Address,Provider City,City,Provider State,State
242799,-0.5177651246782556,NOCONA GENERAL HOSPITAL,CANONSBURG GENERAL HOSPITAL,100 PARK ROAD,100 MEDICAL BOULEVARD,CANONSBURG,NOCONA,PA,TX
429926,-0.5172520104396258,CARROLL COUNTY MEMORIAL HOSPITAL,TANNER MEDICAL CENTER - CARROLLTON,309 ELEVENTH STREET,705 DIXIE STREET,CARROLLTON,CARROLLTON,GA,KY
1126,-0.5167932205211131,INTERMOUNTAIN HOSPITAL,INTERMOUNTAIN MEDICAL CENTER,303 NORTH ALLUMBAUGH STREET,5121 SOUTH COTTONWOOD STREET,MURRAY,BOISE,UT,ID
519318,-0.516353349244045,SNOQUALMIE VALLEY HOSPITAL,WALLA WALLA GENERAL HOSPITAL,9801 FRONTIER AVE SE,1025 S SECOND AVE,WALLA WALLA,SNOQUALMIE,WA,WA
315857,-0.516190371161314,SUMMIT BEHAVIORAL HEALTHCARE,MERCY HOSPITAL ANDERSON,1101 SUMMIT ROAD,7500 STATE ROAD,CINCINNATI,CINCINNATI,OH,OH
70849,-0.5158840407455065,NORTH VALLEY HOSPITAL,BLANCHARD VALLEY HOSPITAL,203 SOUTH WESTERN,1900 SOUTH MAIN STREET,FINDLAY,TONASKET,OH,WA
462687,-0.5156529454442251,CHI HEALTH ST MARY'S,ST MARY'S HOSPITAL ( TROY ),1301 GRUNDMAN BLVD,1300 MASSACHUSETTS AVENUE,TROY,NEBRASKA CITY,NY,NE
35196,-0.5156106403448695,PORTER-STARKE SERVICES INC,PORTER REGIONAL HOSPITAL,701 WALL ST,85 EAST US HWY 6,VALPARAISO,VALPARAISO,IN,IN
480536,-0.5155596495046607,GUTHRIE TOWANDA MEMORIAL HOSPITAL,CLARION HOSPITAL,91 HOSPITAL DRIVE,ONE HOSPITAL DRIVE,CLARION,TOWANDA,PA,PA
270432,-0.5145488300418842,YUMA DISTRICT HOSPITAL,YUMA REGIONAL MEDICAL CENTER,1000 W 8TH AVE,2400 SOUTH AVENUE A,YUMA,YUMA,AZ,CO
161346,-0.5144180455292028,ATHOL MEMORIAL HOSPITAL,"CALDWELL MEMORIAL HOSPITAL, INC",2033 MAIN STREET,411 MAIN STREET,COLUMBIA,ATHOL,LA,MA
41316,-0.5143425386073894,STORY COUNTY HOSPITAL,UNIVERSITY OF ALABAMA HOSPITAL,640 SOUTH 19TH STREET,619 SOUTH 19TH STREET,BIRMINGHAM,NEVADA,AL,IA
483406,-0.5142025622054105,HEMPHILL COUNTY HOSPITAL,HERRIN HOSPITAL,1020 S 4TH ST,201 S 14TH ST,HERRIN,CANADIAN,IL,TX
61773,-0.5140387737740818,COLORADO PLAINS MEDICAL CENTER,NORTH COLORADO MEDICAL CENTER,1000 LINCOLN ST,1801 16TH STREET,GREELEY,FORT MORGAN,CO,CO
202694,-0.5132331268877421,CLARA BARTON HOSPITAL,MEDICAL CENTER HOSPITAL,250 W 9TH STREET,500 W 4TH STREET,ODESSA,HOISINGTON,TX,KS
532850,-0.512108567282044,CHATUGE REGIONAL HOSPITAL,RANSOM MEMORIAL HOSPITAL,110 S MAIN STREET,1301 S MAIN STREET,OTTAWA,HIAWASSEE,KS,GA
242117,-0.511210865512291,FAULKTON AREA MEDICAL CENTER,SANFORD USD MEDICAL CENTER,1300 OAK STREET  POST OFFICE BOX 100,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,FAULKTON,SD,SD
375752,-0.5106002735343594,"SIERRA VISTA HOSPITAL, INC",KAISER FOUNDATION HOSP SO SACRAMENTO,8001 BRUCEVILLE ROAD,6600 BRUCEVILLE ROAD,SACRAMENTO,SACRAMENTO,CA,CA
288614,-0.5105503798586739,MERCY HEALTH-ALLEN HOSPITAL,FAIRVIEW HOSPITAL,200 WEST LORAIN STREET,18101 LORAIN AVENUE,CLEVELAND,OBERLIN,OH,OH
534663,-0.5101104600841585,WALTHALL COUNTY GENERAL HOSPITAL CAH,NESHOBA COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,1001 HOLLAND AVENUE,PHILADELPHIA,TYLERTOWN,MS,MS
235013,-0.5094482235094893,JASPER MEMORIAL HOSPITAL,CLAIBORNE MEMORIAL MEDICAL CENTER,898 COLLEGE STREET,620 EAST COLLEGE STREET,HOMER,MONTICELLO,LA,GA
463699,-0.5092845386830765,BAPTIST MEDICAL CENTER-LEAKE,WALKER BAPTIST MEDICAL CENTER,1100 HIGHWAY 16 EAST,3400 HIGHWAY 78 EAST,JASPER,CARTHAGE,AL,MS
428078,-0.5092123149530066,ASCENSION CALUMET HOSPITAL,MEMORIAL HOSPITAL,614 MEMORIAL DRIVE,4500 MEMORIAL DRIVE,BELLEVILLE,CHILTON,IL,WI
12808,-0.5090908438479372,UPMC LITITZ,UPMC NORTHWEST,1500 HIGHLANDS DRIVE,100 FAIRFIELD DRIVE,SENECA,LITITZ,PA,PA
59438,-0.5090115185312796,PIPESTONE COUNTY  MEDICAL CENTER,DOUGLAS COUNTY HOSPITAL,916 4TH AVENUE SOUTHWEST,111 17TH AVENUE EAST,ALEXANDRIA,PIPESTONE,MN,MN
61993,-0.5090066506308893,THEDACARE MEDICAL CENTER NEW LONDON,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,1405 MILL ST,130 2ND ST,NEENAH,NEW LONDON,WI,WI
309833,-0.5086231516605391,ADENA PIKE MEDICAL CENTER,ADENA REGIONAL MEDICAL CENTER,100 DAWN LANE,272 HOSPITAL ROAD,CHILLICOTHE,WAVERLY,OH,OH
265449,-0.5080165481574144,SAINT JOSEPH MOUNT STERLING,SAINT JOSEPH HOSPITAL,225 FALCON DRIVE,ONE SAINT JOSEPH DRIVE,LEXINGTON,MOUNT STERLING,KY,KY
522729,-0.5070883772220107,TITUSVILLE HOSPITAL,OSCEOLA REGIONAL MEDICAL CENTER,406 WEST OAK STREET,700 WEST OAK STREET,KISSIMMEE,TITUSVILLE,FL,PA
564741,-0.5064703525233305,EMERALD COAST BEHAVIORAL HOSPITAL,GULF COAST REGIONAL MEDICAL CENTER,1940 HARRISON AVE,449 W 23RD ST,PANAMA CITY,PANAMA CITY,FL,FL
480765,-0.506389753300161,SHRINERS HOSPITALS FOR CHILDREN - SALT LAKE CITY,ST MARK'S HOSPITAL,1275 EAST FAIRFAX ROAD,1200 EAST 3900 SOUTH,SALT LAKE CITY,SALT LAKE CITY,UT,UT
172741,-0.5062007497346448,FRANKLIN COUNTY MEMORIAL HOSPITAL,JOHNSON MEMORIAL HOSPITAL,1406 Q ST,1125 W JEFFERSON ST,FRANKLIN,FRANKLIN,IN,NE
271719,-0.506068736786563,SPECTRUM HEALTH GERBER MEMORIAL,SPECTRUM HEALTH UNITED HOSPITAL,212 S SULLIVAN ST,615 S BOWER STREET,GREENVILLE,FREMONT,MI,MI
164589,-0.5057952130840814,RICHMOND STATE HOSPITAL,BAPTIST HEALTH RICHMOND,498 NW 18TH ST,801 EASTERN BYPASS,RICHMOND,RICHMOND,KY,IN
14372,-0.5044141997846239,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,CAPE FEAR VALLEY HOKE HOSPITAL,501 SOUTH POPLAR STREET,210 MEDICAL PAVILION DRIVE,RAEFORD,ELIZABETHTOWN,NC,NC
482521,-0.5042859385291927,RIVER PARK HOSPITAL,HUNTINGTON HOSPITAL,1230 SIXTH AVENUE,270 PARK AVENUE,HUNTINGTON,HUNTINGTON,NY,WV
23354,-0.5042799226691577,DIMMIT REGIONAL HOSPITAL,TWIN COUNTY REGIONAL HOSPITAL,704 HOSPITAL DRIVE,200 HOSPITAL DRIVE,GALAX,CARRIZO SPRINGS,VA,TX
558409,-0.5042198112616747,LAVACA MEDICAL CENTER,MERCY MEDICAL CENTER-CLINTON,1400 NORTH TEXANA STREET,1410 NORTH 4TH STREET,CLINTON,HALLETTSVILLE,IA,TX
287320,-0.5041787381328441,DIGNITY HEALTH ST ROSE DOMINICAN N L V  CAMPUS,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,1550 W CRAIG RANCH,8280 W WARM SPRINGS ROAD,LAS VEGAS,NORTH LAS VEGAS,NV,NV
179837,-0.5038752916957638,TRENTON PSYCHIATRIC HOSP,BEAUMONT HOSPITAL - TRENTON,STATION A,5450 FORT STREET,TRENTON,TRENTON,MI,NJ
167483,-0.5035463758411914,BOWDLE HOSPITAL - CAH,PRAIRIE LAKES HOSPITAL,8001 W 5TH  POST OFFICE BOX 556,401 9TH AVENUE NW  POST OFFICE BOX 1210,WATERTOWN,BOWDLE,SD,SD
167020,-0.5024445369655678,STEPHENS MEMORIAL HOSPITAL,"CALDWELL MEMORIAL HOSPITAL, INC",181 MAIN STREET,411 MAIN STREET,COLUMBIA,NORWAY,LA,ME
194873,-0.5020925497409368,LAKEVIEW HOSPITAL,LAKEVIEW MEMORIAL HOSPITAL,630 EAST MEDICAL DRIVE,927 WEST CHURCHILL STREET,STILLWATER,BOUNTIFUL,MN,UT
278191,-0.5017883490854232,ST VINCENT MERCY HOSPITAL,ST VINCENT HOSPITAL & HEALTH SERVICES,1331 S A ST,2001 W 86TH ST,INDIANAPOLIS,ELWOOD,IN,IN
554147,-0.5009136149962509,BRYCE HOSPITAL,D C H REGIONAL MEDICAL CENTER,200 UNIVERSITY BLVD,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,TUSCALOOSA,AL,AL
99182,-0.5008292427747901,THE PAVILION AT WILLIAMSBURG PLACE,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,5483 MOORETOWN ROAD,100 SENTARA CIRCLE,WILLIAMSBURG,WILLIAMSBURG,VA,VA
230579,-0.5004137397062766,UNITY PSYCHIATRIC CARE - HUNTSVILLE,HUNTSVILLE HOSPITAL,"5315 MILLENIUM DRIVE, NW",101 SIVLEY RD,HUNTSVILLE,HUNTSVILLE,AL,AL
130266,-0.5003965617006662,HARTGROVE HOSPITAL,THOREK MEMORIAL HOSPITAL,5730 W ROOSEVELT ROAD,850 W IRVING PARK RD,CHICAGO,CHICAGO,IL,IL
295361,-0.4989243118544508,UINTAH BASIN MEDICAL CENTER,DAVIS HOSPITAL AND MEDICAL CENTER,250 WEST 300 NORTH,1600 WEST ANTELOPE DRIVE,LAYTON,ROOSEVELT,UT,UT
234473,-0.49891417081970335,JEFFERSON HOSPITAL,PIEDMONT HOSPITAL,1067 PEACHTREE ST,1968 PEACHTREE RD NW,ATLANTA,LOUISVILLE,GA,GA
552371,-0.49877083485645,MCLEAN HOSPITAL CORPORATION,BEVERLY HOSPITAL CORPORATION,115 MILL STREET,85 HERRICK STREET,BEVERLY,BELMONT,MA,MA
240291,-0.4984078516856947,CENTRAL MONTANA MEDICAL CENTER,CENTRAL MAINE MEDICAL CENTER,408 WENDELL AVE,300 MAIN STREET,LEWISTON,LEWISTOWN,ME,MT
533089,-0.4971029638798425,RED RIVER BEHAVIORAL HEALTH SYSTEM,ALTRU HOSPITAL,1451 44TH AVENUE S,1200 S COLUMBIA RD,GRAND FORKS,GRAND FORKS,ND,ND
541690,-0.4969648765101095,REGIONAL MENTAL HEALTH CENTER,HENDRICKS REGIONAL HEALTH,8555 TAFT ST,1000 E MAIN ST,DANVILLE,MERRILLVILLE,IN,IN
330389,-0.4969050461185283,CUMBERLAND MEMORIAL HOSPITAL,MEMORIAL HOSPITAL,1110 7TH AVENUE,500 LONDON AVENUE,MARYSVILLE,CUMBERLAND,OH,WI
290484,-0.4968417011760902,PENNSYLVANIA PSYCHIATRIC INSTITUTE,PENNSYLVANIA HOSPITAL,2501 NORTH THIRD STREET,800 SPRUCE STREET,PHILADELPHIA,HARRISBURG,PA,PA
489392,-0.4963791490191349,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,MUNSON HEALTHCARE CADILLAC HOSPITAL,14700 LAKESHORE DRIVE,400 HOBART ST,CADILLAC,CHARLEVOIX,MI,MI
466976,-0.49599408909151854,PLATTE COUNTY MEMORIAL HOSPITAL,SHERIDAN MEMORIAL HOSPITAL,201 14TH STREET,1401 W 5TH ST,SHERIDAN,WHEATLAND,WY,WY
513352,-0.49569044480483077,HARSHA BEHAVIORAL CENTER INC,UNION HOSPITAL INC,1980 E WOODSMALL DR,1606 N SEVENTH ST,TERRE HAUTE,TERRE HAUTE,IN,IN
236284,-0.4954639893804917,BHC STREAMWOOD HOSPITAL INC,THOREK MEMORIAL HOSPITAL,1400 E IRVING PARK ROAD,850 W IRVING PARK RD,CHICAGO,STREAMWOOD,IL,IL
387834,-0.49533098850832086,JOHNSON COUNTY HOSPITAL,JOHNSON MEMORIAL HOSPITAL,202 HIGH ST,1125 W JEFFERSON ST,FRANKLIN,TECUMSEH,IN,NE
240677,-0.49514387509348984,SPARROW CARSON HOSPITAL,CARSON TAHOE REGIONAL MEDICAL CENTER,406 EAST ELM ST,1600 MEDICAL PARKWAY,CARSON CITY,CARSON CITY,NV,MI
440942,-0.4950638201341103,GOLDEN PLAINS COMMUNITY HOSPITAL,LANSDALE HOSPITAL,100 MEDICAL DRIVE,100 MEDICAL CAMPUS DRIVE,LANSDALE,BORGER,PA,TX
16639,-0.4946350645632853,LAKELAND BEHAVIORAL HEALTH SYSTEM,SUMMA HEALTH SYSTEM,440 S MARKET,525 EAST MARKET STREET,AKRON,SPRINGFIELD,OH,MO
207818,-0.49455226086346404,SANFORD SHELDON MEDICAL CENTER,MERCY MEDICAL CENTER-CLINTON,118 NORTH 7TH AVENUE,1410 NORTH 4TH STREET,CLINTON,SHELDON,IA,IA
110288,-0.4941649317495303,BANNER GOLDFIELD MEDICAL CENTER,BANNER BAYWOOD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,6644 EAST BAYWOOD AVENUE,MESA,APACHE JUNCTION,AZ,AZ
78443,-0.49414335643212304,LINTON HOSPITAL - CAH,SANFORD MEDICAL CENTER FARGO,518 NORTH BROADWAY,801 BROADWAY NORTH,FARGO,LINTON,ND,ND
532416,-0.4940796947960088,ST CHARLES SURGICAL HOSPITAL LLC,TULANE MEDICAL CENTER,1717 ST CHARLES AVE,1415 TULANE AVE,NEW ORLEANS,NEW ORLEANS,LA,LA
415556,-0.49334949878140416,KIRBY FORENSIC PSYCHIATRIC CENTER,BELLEVUE HOSPITAL CENTER,WARD ISLAND,462 FIRST AVENUE,NEW YORK,NEW YORK,NY,NY
503169,-0.4930959920046555,LADD MEMORIAL HOSPITAL,LODI MEMORIAL HOSPITAL,2600 65TH AVENUE,975 S FAIRMONT AVENUE,LODI,OSCEOLA,CA,WI
127038,-0.49283516827212803,TRIGG COUNTY HOSPITAL,MADISON COUNTY HOSPITAL INC,254 MAIN STREET,210 NORTH MAIN STREET,LONDON,CADIZ,OH,KY
175571,-0.49273539683356105,IU HEALTH JAY,JAY HOSPITAL,500 W VOTAW ST,14114 ALABAMA ST,JAY,PORTLAND,FL,IN
272217,-0.4925941855993211,NORTHEAST REGIONAL MEDICAL CENTER,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,400 EAST 10TH STREET,ANNISTON,KIRKSVILLE,AL,MO
247988,-0.4925390562904886,MERCYONE CENTERVILLE MEDICAL CENTER,SAINT JOSEPH HOSPITAL,ONE ST JOSEPH'S DRIVE,ONE SAINT JOSEPH DRIVE,LEXINGTON,CENTERVILLE,KY,IA
350869,-0.4917808196522407,"AD HOSPITAL EAST, LLC",HOUSTON METHODIST WEST HOSPITAL,"12950 EAST FREEWAY, SUITE 100",18500 KATY FREEWAY,HOUSTON,HOUSTON,TX,TX
96036,-0.4914047624519645,OSF SAINT PAUL MEDICAL CENTER,OSF SAINT ANTHONY'S HEALTH CENTER,1401 E 12TH STREET,ST ANTHONY'S WAY,ALTON,MENDOTA,IL,IL
186329,-0.4907602873281472,AUSTIN LAKES HOSPITAL,SETON MEDICAL CENTER AUSTIN,1025 EAST 32ND STREET,1201 W 38TH ST,AUSTIN,AUSTIN,TX,TX
458065,-0.48992456262612216,KAISER FOUNDATION HOSPITAL - ANTIOCH,KAISER FOUNDATION HOSPITAL - ROSEVILLE,4501 SAND CREEK ROAD,1600 EUREKA ROAD,ROSEVILLE,ANTIOCH,CA,CA
201280,-0.4898839035020509,WYOMING STATE HOSPITAL,WYOMING MEDICAL CENTER,831 HWY 150 SOUTH,1233 EAST 2ND ST,CASPER,EVANSTON,WY,WY
71809,-0.4896532916158307,CEDAR HILLS HOSPITAL,ADVENTIST MEDICAL CENTER,10300 SW EASTRIDGE STREET,10123 SE MARKET STREET,PORTLAND,PORTLAND,OR,OR
21041,-0.48930937026568694,WHITTIER PAVILION,ST VINCENT HOSPITAL,76 SUMMER STREET,123 SUMMER STREET,WORCESTER,HAVERHILL,MA,MA
517725,-0.48929715780333893,FREEMAN NEOSHO HOSPITAL,FREEMAN HEALTH SYSTEM - FREEMAN WEST,113 WEST HICKORY STREET,1102 WEST 32ND STREET,JOPLIN,NEOSHO,MO,MO
486187,-0.48897647960044033,SHOALS HOSPITAL,SYCAMORE SHOALS HOSPITAL,201 WEST AVALON AVENUE,1501 WEST ELK AVENUE,ELIZABETHTON,MUSCLE SHOALS,TN,AL
342780,-0.48867323373772176,GREENE COUNTY GENERAL HOSPITAL,HENRY COUNTY MEMORIAL HOSPITAL,1185 N 1000 W,1000 N 16TH ST,NEW CASTLE,LINTON,IN,IN
110909,-0.4886405481507887,THREE RIVERS HOSPITAL,THREE RIVERS MEDICAL CENTER,507 HOSPITAL WAY,2485 HIGHWAY 644,LOUISA,BREWSTER,KY,WA
126753,-0.48787181181361305,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,"BEAUMONT HOSPITAL, TROY",21230 DEQUINDRE ROAD,44201 DEQUINDRE ROAD,TROY,WARREN,MI,MI
220949,-0.48750211323951304,EL PASO LTAC HOSPTIAL,UNIVERSITY MEDICAL CENTER OF EL PASO,1221 N COTTON ST 3RD FLOOR,4815 ALAMEDA AVE,EL PASO,EL PASO,TX,TX
41089,-0.48739438621757863,TAYLORVILLE MEMORIAL HOSPITAL,IROQUOIS MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,200 FAIRMAN STREET,WATSEKA,TAYLORVILLE,IL,IL
252596,-0.48670658436548986,"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",ALLIANCEHEALTH DEACONESS,11200 NORTH PORTLAND AVENUE,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OKLAHOMA CITY,OK,OK
82191,-0.48623093803838524,COMMUNITY HOSPITAL OF SAN BERNARDINO,ST BERNARDINE MEDICAL CENTER,1805 MEDICAL CENTER DRIVE,2101 N WATERMAN AVE,SAN BERNARDINO,SAN BERNARDINO,CA,CA
156859,-0.4860391759103642,RIVERVIEW HOSPITAL,RIVERVIEW REGIONAL MEDICAL CENTER,323 SOUTH MINNESOTA,600 SOUTH THIRD STREET,GADSDEN,CROOKSTON,AL,MN
9562,-0.4860025313612225,BACON COUNTY HOSPITAL,PEKIN MEMORIAL HOSPITAL,302 SOUTH WAYNE STREET,600 SOUTH 13TH STREET,PEKIN,ALMA,IL,GA
32302,-0.4857627446534598,MERCY HARVARD HOSPITAL,MERCY HOSPITAL WASHINGTON,901 S GRANT STREET,901 EAST 5TH STREET,WASHINGTON,HARVARD,MO,IL
501513,-0.48553762100790965,RED BAY HOSPITAL,BAY AREA HOSPITAL,211 HOSPITAL ROAD,1775 THOMPSON ROAD,COOS BAY,RED BAY,OR,AL
562889,-0.48499848508570054,MAYO CLINIC HEALTH SYSTEM-CHIPPEWA VALLEY,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,1501 THOMPSON ST,1221 WHIPPLE ST,EAU CLAIRE,BLOOMER,WI,WI
109276,-0.48372781462966136,NMC Portsmouth,PORTSMOUTH REGIONAL HOSPITAL,620 John Paul Jones Circle,333 BORTHWICK AVE,PORTSMOUTH,Portsmouth,NH,VA
52468,-0.4835428232845571,GARFIELD COUNTY MEMORIAL HOSPITAL,GARRETT COUNTY MEMORIAL HOSPITAL,66 NORTH SIXTH STREET,251 NORTH  FOURTH STREET,OAKLAND,POMEROY,MD,WA
413248,-0.4833933091352875,SEDAN CITY HOSPITAL,COFFEY COUNTY HOSPITAL,300 NORTH STREET,801 NORTH 4TH STREET,BURLINGTON,SEDAN,KS,KS
93024,-0.48328819888034164,NEW ULM MEDICAL CENTER,UNIVERSITY MEDICAL CENTER NEW ORLEANS,1324 FIFTH NORTH STREET,2000 CANAL STREET,NEW ORLEANS,NEW ULM,LA,MN
314277,-0.482657634145259,BRATTLEBORO RETREAT,BRATTLEBORO MEMORIAL HOSPITAL,ANNA MARSH LANE PO BOX 803,17 BELMONT AVE,BRATTLEBORO,BRATTLEBORO,VT,VT
478979,-0.4822288353710149,NEWMAN REGIONAL HEALTH,JEFFERSON REGIONAL MEDICAL CENTER,1201 WEST 12TH AVENUE,1600 WEST 40TH AVENUE,PINE BLUFF,EMPORIA,AR,KS
495263,-0.4817321444019862,MITCHELL COUNTY REGIONAL HEALTH,LAKE REGIONAL HEALTH SYSTEM,616 NORTH EIGHTH STREET,54 HOSPITAL DRIVE,OSAGE BEACH,OSAGE,MO,IA
228109,-0.4817093230186794,PHILLIPS EYE INSTITUTE,HENNEPIN COUNTY MEDICAL CENTER 1,2215 PARK AVENUE SOUTH,701 PARK AVENUE,MINNEAPOLIS,MINNEAPOLIS,MN,MN
246262,-0.4816535520134038,VERNON MEMORIAL HOSPITAL,BLANCHARD VALLEY HOSPITAL,507 SOUTH MAIN ST,1900 SOUTH MAIN STREET,FINDLAY,VIROQUA,OH,WI
3895,-0.48161859335204454,SMOKEY POINT BEHAVIORAL HOSPITAL,RIDEOUT MEMORIAL HOSPITAL,3955 156TH ST NE,726 4TH ST,MARYSVILLE,MARYSVILLE,CA,WA
252146,-0.48137605361485025,CHERRY HOSPITAL,MEMORIAL HOSPITAL,1401 WEST ASH STREET,1401 WEST LOCUST,STILWELL,GOLDSBORO,OK,NC
474780,-0.48044215044279837,GRANT REGIONAL HEALTH CENTER,GRANT MEDICAL CENTER,507 S MONROE ST,111 SOUTH GRANT AVENUE,COLUMBUS,LANCASTER,OH,WI
480098,-0.48006158792515397,RAY COUNTY MEMORIAL HOSPITAL,TEXAS COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,1333 SAM HOUSTON BOULEVARD,HOUSTON,RICHMOND,MO,MO
414297,-0.47973425547908044,CURRY GENERAL HOSPITAL,MASSACHUSETTS GENERAL HOSPITAL,94220 FOURTH STREET,55 FRUIT STREET,BOSTON,GOLD BEACH,MA,OR
172969,-0.4796654693364137,MARIAN CENTER,ST MARK'S HOSPITAL,451 EAST BISHOP FEDERAL LANE,1200 EAST 3900 SOUTH,SALT LAKE CITY,SALT LAKE CITY,UT,UT
398472,-0.4794214006217899,IVINSON MEMORIAL HOSPITAL,SHERIDAN MEMORIAL HOSPITAL,255 N 30TH,1401 W 5TH ST,SHERIDAN,LARAMIE,WY,WY
495043,-0.47909563609211203,STONE COUNTY MEDICAL CENTER,ST MARYS REGIONAL MEDICAL CENTER,2106 EAST MAIN STREET,1808 WEST MAIN STREET,RUSSELLVILLE,MOUNTAIN VIEW,AR,AR
188788,-0.47849310976329307,PARIS COMMUNITY HOSPITAL,PARIS REGIONAL MEDICAL CENTER,721 E COURT STREET,820 CLARKSVILLE ST,PARIS,PARIS,TX,IL
69873,-0.4783388100732608,ESSENTIA HEALTH FOSSTON,ESSENTIA HEALTH VIRGINIA,900 HILLIGOSS BOULEVARD SE,901 9TH STREET NORTH,VIRGINIA,FOSSTON,MN,MN
171846,-0.47829969267557126,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",HONORHEALTH DEER VALLEY MEDICAL CENTER,6501 NORTH 19TH AVENUE,19829 NORTH 27TH AVENUE,PHOENIX,PHOENIX,AZ,AZ
78010,-0.4779170972520347,"ACCESS HOSPITAL DAYTON, LLC",MIAMI VALLEY HOSPITAL,2611 WAYNE AVENUE,ONE WYOMING STREET,DAYTON,DAYTON,OH,OH
528736,-0.4773833587030137,FREMONT HOSPITAL,FREMONT HEALTH MEDICAL CENTER,39001 SUNDALE DRIVE,450 EAST 23RD ST,FREMONT,FREMONT,NE,CA
547109,-0.4770235594538358,NORTH CENTRAL HEALTH CARE,SAGEWEST HEALTH CARE,1100 LAKEVIEW DR,2100 W SUNSET DR,RIVERTON,WAUSAU,WY,WI
126202,-0.47694847960137293,PHOEBE WORTH MEDICAL CENTER,CORONA REGIONAL MEDICAL CENTER,807 SOUTH ISABELLA STREET,800 SOUTH MAIN STREET,CORONA,SYLVESTER,CA,GA
439253,-0.4766318564598024,VALLEY WEST COMMUNITY HOSPITAL,JONES MEMORIAL HOSPITAL,1301 NORTH MAIN STREET,191 NORTH MAIN STREET,WELLSVILLE,SANDWICH,NY,IL
77772,-0.47630926714433186,SETON HIGHLAND LAKES,HIGHLAND HOSPITAL,HIGHWAY 281 SOUTH,1000 SOUTH AVENUE,ROCHESTER,BURNET,NY,TX
249018,-0.4763089553163788,CLAY COUNTY MEMORIAL HOSPITAL,MEMORIAL HOSPITAL,310 W SOUTH STREET,325 SOUTH BELMONT STREET,YORK,HENRIETTA,PA,TX
474571,-0.47583464317242546,HAMILTON HOSPITAL,RICHLAND MEMORIAL HOSPITAL,901 WEST HAMILTON,800 EAST LOCUST,OLNEY,OLNEY,IL,TX
480987,-0.47566549698854804,GRAFTON CITY HOSPITAL,STONEWALL JACKSON MEMORIAL HOSPITAL,1 HOSPITAL PLAZA,230 HOSPITAL PLAZA,WESTON,GRAFTON,WV,WV
513565,-0.4756414600763102,WETZEL COUNTY HOSPITAL,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,#3 EAST BENJAMIN DRIVE,320 HOSPITAL DRIVE,MARTINSVILLE,NEW MARTINSVILLE,VA,WV
205236,-0.4754955606686136,NEVADA REGIONAL MEDICAL CENTER,CORONA REGIONAL MEDICAL CENTER,800 S ASH ST,800 SOUTH MAIN STREET,CORONA,NEVADA,CA,MO
56165,-0.47512497972364265,LDS HOSPITAL,ST MARK'S HOSPITAL,8TH AVENUE AND C STREET,1200 EAST 3900 SOUTH,SALT LAKE CITY,SALT LAKE CITY,UT,UT
484954,-0.4751245744953822,SPECTRUM HEALTH KELSEY HOSPITAL,SPECTRUM HEALTH UNITED HOSPITAL,418 WASHINGTON,615 S BOWER STREET,GREENVILLE,LAKEVIEW,MI,MI
407873,-0.47508696497966696,LAKE DISTRICT HOSPITAL,ST JOSEPH MEDICAL CENTER,700 SOUTH J STREET,1717 SOUTH J STREET,TACOMA,LAKEVIEW,WA,OR
1548,-0.4749572744647278,GOODLAND REGIONAL MEDICAL CENTER,OSCEOLA REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,700 WEST OAK STREET,KISSIMMEE,GOODLAND,FL,KS
89991,-0.47495689408833647,BAYLOR SCOTT & WHITE MEDICAL CENTER  PFLUGERVILLE,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,2600 EAST  PFLUGERVILLE  PARKWAY,1650 W COLLEGE ST,GRAPEVINE,PFLUGERVILLE,TX,TX
371897,-0.4748769628890346,HARBOR BEACH COMMUNITY HOSPITAL,COMMUNITY HOSPITAL OF LONG BEACH,210 S FIRST ST,1720 TERMINO AVENUE,LONG BEACH,HARBOR BEACH,CA,MI
458494,-0.47444447128599576,OSF SAINT LUKES MEDICAL CENTER,UNION MEDICAL CENTER,1051 WEST SOUTH STREET,322 WEST SOUTH STREET,UNION,KEWANEE,SC,IL
275074,-0.47428051643512986,SAINT THOMAS STONES RIVER HOSPITAL,SAINT THOMAS RIVER PARK HOSPITAL,324 DOOLITTLE ROAD,1559 SPARTA STREET,MC MINNVILLE,WOODBURY,TN,TN
